Customer_ID,Name,DOB,PAN,Email,Phone,Address,Segment,KYC_Status,Onboarding_Date
CUST_00063,Aditya Kumar,1963-05-22,FBCAU4490R,adityakumar.63@gmail.com,917978591026,"260, Station Road",Mass Retail,Completed,2022-04-11
CUST_00109,Gaurav Reddy,1969-10-01,OLCPO4822S,gauravreddy.109@apexbankmail.com,919655106815,"400, Market Road",Mass Retail,Completed,2021-01-24
CUST_00122,Ananya Mehta,1988-09-19,12345ABCDE,ananyamehta.122@apexbankmail.com,917159024519,"932, Lake View Road",Mass Retail,Completed,2024-01-15
CUST_00179,Rahul Reddy,1958-06-21,UEEAV1747G,rahulreddy.179@yahoo.com,919872264249,"258, Market Road",Privileged,Completed,2023-04-18
CUST_00199,Sanjay Sharma,1996-04-03,LJGWX8617M,sanjaysharma.199@outlook.com,917184604220,"875, Market Road",Privileged,Completed,2026-01-11
CUST_00222,Vivek Desai,1984-06-03,ABCDE123,vivekdesai.222@yahoo.com,916556616227,"109, Station Road",Mass Retail,Completed,2021-03-26
CUST_00276,Kiran Mehta,1988-05-03,YCKME6525Q,kiranmehta.276@gmail.com,917071514275,"378, MG Road",Mass Retail,Completed,2024-02-09
CUST_00297,Ishita Reddy,1994-02-13,TTCAA6949L,ishitareddy.297@yahoo.com,917379375091,"886, Park Street",Privileged,Completed,2023-08-18
CUST_00333,Sneha Agarwal,2001-04-22,MLZLV7326G,snehaagarwal.333@apexbankmail.com,919313296557,"724, Park Street",Mass Retail,Pending,2022-06-14
CUST_00344,Charan Iyer,1959-08-28,DETNA2679A,charaniyer.344@yahoo.com,917095558702,"75, Station Road",Mass Retail,Completed,2021-06-19
CUST_00349,Yash Agarwal,1959-10-22,INVALID_PAN,yashagarwal.349@apexbankmail.com,917253395741,"141, Lake View Road",Mass Retail,,2021-12-01
CUST_00354,Nandini Mehta,1955-01-22,ABCDE123,nandinimehta.354@outlook.com,916696330963,"557, Park Street",Mass Retail,Pending,2024-01-09
CUST_00356,Riya Naidu,1997-08-22,INVALID_PAN,riyanaidu.356@yahoo.com,918299352089,"600, Park Street",Mass Retail,Completed,2024-06-05
CUST_00375,Sanjay Sharma,2002-01-18,QXXJB8953R,sanjaysharma.375@apexbankmail.com,917516531539,"967, MG Road",Privileged,Completed,2025-08-02
CUST_00489,Sahil Singh,1961-08-25,QDNAB7244E,sahilsingh.489@apexbankmail.com,918349799431,"663, Market Road",Mass Retail,Completed,2021-11-09
CUST_00495,Priya Agarwal,1954-02-01,EQZVW1633H,priyaagarwal.495@apexbankmail.com,918614530883,"372, Station Road",Wealth,Completed,2021-11-15
CUST_00508,Varun Naidu,1996-05-12,ABCDE123,varunnaidu.508@yahoo.com,917619404000,"534, Station Road",Mass Retail,Completed,2025-11-29
CUST_00537,Aditya Desai,1989-12-22,ABCDE123,adityadesai.537@outlook.com,917930865626,"789, Station Road",Wealth,,2026-05-13
CUST_00539,Yash Singh,1949-10-10,ONUCO5050P,yashsingh.539@yahoo.com,918958228065,"644, Park Street",Mass Retail,Completed,2024-12-13
CUST_00571,Kavya Sharma,1983-12-17,YLTQM7470Z,kavyasharma.571@yahoo.com,918114317441,"60, Lake View Road",Mass Retail,Pending,2022-01-20
CUST_00614,Ravi Joshi,1948-02-24,BXXDB2428E,ravijoshi.614@apexbankmail.com,917773693966,"118, Park Street",Mass Retail,Failed,2022-10-31
CUST_00690,Pooja Patel,1978-07-27,ABCDE123,poojapatel.690@gmail.com,917720484298,"995, MG Road",Privileged,Completed,2021-03-12
CUST_00732,Pranav Rao,1950-01-03,WIBSR4027O,pranavrao.732@gmail.com,916989109574,"141, Market Road",Mass Retail,,2021-12-23
CUST_00738,Srinivas Patel,2003-01-02,YPVAH2362T,srinivaspatel.738@outlook.com,919068739229,"828, Lake View Road",Privileged,Completed,2024-05-19
CUST_00783,Lakshmi Rao,1955-04-08,DQUXB9725G,lakshmirao.783@outlook.com,917650414668,"564, Market Road",Mass Retail,Completed,2021-02-12
CUST_00805,Arvind Desai,1969-09-21,YNHJC3198A,arvinddesai.805@yahoo.com,918761262918,"954, Park Street",Mass Retail,Completed,2022-11-17
CUST_00817,Karan Mishra,1984-08-27,THUWR7227T,karanmishra.817@outlook.com,916319704492,"897, Park Street",Mass Retail,Completed,2022-02-15
CUST_00828,Riya Joshi,1977-11-14,EQMIU5914P,riyajoshi.828@gmail.com,916673010137,"578, Station Road",Mass Retail,Failed,2026-04-20
CUST_00839,Ishita Reddy,1955-11-20,ANXMH4069M,ishitareddy.839@apexbankmail.com,917680822615,"557, Market Road",Mass Retail,Completed,2021-02-14
CUST_00858,Bhavya Kumar,1987-04-07,KLGJT5388N,bhavyakumar.858@apexbankmail.com,917195686024,"772, Lake View Road",Mass Retail,Completed,2024-06-06
CUST_00896,Charan Desai,1999-04-11,INVALID_PAN,charandesai.896@outlook.com,918231815978,"590, Station Road",Wealth,Completed,2024-04-02
CUST_00901,Mohan Mehta,1959-12-12,WHFDD3055E,mohanmehta.901@apexbankmail.com,919047817697,"354, Park Street",Privileged,Completed,2024-07-26
CUST_00922,Pranav Naidu,1993-07-04,WEHSR5898O,pranavnaidu.922@outlook.com,919762273722,"5, MG Road",Mass Retail,Completed,2021-08-29
CUST_00925,Aditya Patel,1966-10-18,LAEJN6397I,adityapatel.925@outlook.com,918378208915,"564, Station Road",Mass Retail,Completed,2022-04-16
CUST_00971,Meera Kulkarni,1956-09-03,ABCDE123,meerakulkarni.971@gmail.com,918186134788,"406, Park Street",Privileged,Completed,2022-09-10
CUST_00979,Meera Bose,2002-10-27,SFAES7597T,meerabose.979@apexbankmail.com,916524148788,"97, MG Road",Mass Retail,Completed,2025-06-25
CUST_01028,Yash Agarwal,1970-04-20,RABLD3238F,yashagarwal.1028@gmail.com,918480285017,"943, Station Road",Mass Retail,Completed,2022-09-27
CUST_01064,Arjun Mishra,1955-08-24,YMMRX5942O,arjunmishra.1064@outlook.com,918829429759,"538, MG Road",Wealth,Completed,2023-12-30
CUST_01086,Aditi Nair,1951-03-04,EIFKZ3729M,aditinair.1086@yahoo.com,917162518223,"89, Park Street",Privileged,Completed,2026-05-15
CUST_01102,Lakshmi Kulkarni,1966-06-09,TOXFD7498R,lakshmikulkarni.1102@yahoo.com,919944540538,"476, Market Road",Mass Retail,Completed,2023-03-30
CUST_01110,Nandini Rao,1974-04-08,IIQEX2112B,nandinirao.1110@outlook.com,919936019845,"817, Market Road",Mass Retail,Completed,2022-04-03
CUST_01193,Divya Bose,1995-04-26,IWFRG4254H,divyabose.1193@outlook.com,917196202464,"160, Market Road",Privileged,Completed,2026-01-29
CUST_01228,Dev Sharma,1955-07-04,PQGGB7924X,devsharma.1228@yahoo.com,916323394945,"900, Market Road",Mass Retail,Pending,2026-01-22
CUST_01289,Sanjay Patel,1972-03-23,IHZJF5237O,sanjaypatel.1289@gmail.com,916201229014,"440, Lake View Road",Mass Retail,Completed,2025-11-19
CUST_01301,Riya Agarwal,1986-07-06,YLKJD6416P,riyaagarwal.1301@apexbankmail.com,919787570483,"366, Park Street",Privileged,Completed,2022-09-02
CUST_01358,Srinivas Singh,1974-11-12,INVALID_PAN,srinivassingh.1358@yahoo.com,917912522176,"188, Market Road",Mass Retail,Completed,2022-01-13
CUST_01425,Rakesh Choudhary,1961-06-13,NZLBB3280U,rakeshchoudhary.1425@gmail.com,917901425652,"466, Lake View Road",Wealth,Completed,2023-04-20
CUST_01455,Yash Choudhary,1991-11-25,KLMLE5179Y,yashchoudhary.1455@gmail.com,916147849460,"459, Lake View Road",Mass Retail,Completed,2021-03-14
CUST_01466,Divya Kumar,2002-06-13,INVALID_PAN,divyakumar.1466@yahoo.com,918062685870,"37, MG Road",Mass Retail,Completed,2023-02-19
CUST_01468,Arvind Naidu,2000-05-27,INVALID_PAN,arvindnaidu.1468@yahoo.com,918557838491,"971, Market Road",Privileged,Completed,2022-01-11
CUST_01479,Ravi Menon,1949-05-11,OUFNQ4683R,ravimenon.1479@yahoo.com,918526724983,"663, Station Road",Mass Retail,Completed,2026-06-20
CUST_01668,Aditya Patel,1948-11-03,INVALID_PAN,adityapatel.1668@yahoo.com,919444940696,"512, MG Road",Mass Retail,Completed,2023-05-06
CUST_01673,Arjun Nair,1998-12-22,OQUAZ2718B,arjunnair.1673@yahoo.com,918420084631,"956, Park Street",Mass Retail,Completed,2021-11-06
CUST_01683,Shreya Rao,1992-09-17,ZOQGR1303B,shreyarao.1683@apexbankmail.com,918286372084,"615, Market Road",Privileged,Pending,2023-05-01
CUST_01768,Rakesh Reddy,2001-04-25,LZUNY4794F,rakeshreddy.1768@outlook.com,918050598997,"566, Station Road",Mass Retail,Completed,2025-04-12
CUST_01814,Ishita Verma,1972-06-23,MKCBF7727M,ishitaverma.1814@yahoo.com,917808789196,"541, Market Road",Privileged,Completed,2026-01-21
CUST_01850,Neha Mehta,2000-01-01,ILYZA9180Y,nehamehta.1850@gmail.com,916830657409,"88, Market Road",Mass Retail,Completed,2025-04-11
CUST_01859,Srinivas Singh,1970-03-16,HEVUP4189K,srinivassingh.1859@gmail.com,919912960930,"961, Lake View Road",Mass Retail,Completed,2022-08-09
CUST_01869,Aarav Kumar,2003-12-03,OCTNT1481A,aaravkumar.1869@gmail.com,916401677611,"518, Station Road",Mass Retail,Completed,2024-08-08
CUST_01877,Arvind Patel,1948-12-14,YJKBV3544M,arvindpatel.1877@apexbankmail.com,919893535241,"731, Lake View Road",Mass Retail,Completed,2023-02-25
CUST_01883,Vikas Choudhary,1993-10-03,GMYQE4209G,vikaschoudhary.1883@gmail.com,916161854726,"735, Lake View Road",Mass Retail,Completed,2021-12-15
CUST_01909,Deepa Patel,1957-07-13,JQHWQ9508F,deepapatel.1909@yahoo.com,919929231377,"612, Market Road",Mass Retail,Completed,2021-03-25
CUST_01997,Dev Sharma,1982-04-25,VMVHT9008D,devsharma.1997@apexbankmail.com,916838098790,"574, Market Road",Mass Retail,Completed,2026-03-20
CUST_02017,Yash Bose,1976-12-07,HKTLD6743F,yashbose.2017@gmail.com,917615239904,"41, Park Street",Privileged,Pending,2025-11-21
CUST_02035,Rahul Joshi,1961-08-27,SKLHX2949K,rahuljoshi.2035@apexbankmail.com,918564349515,"58, Lake View Road",Mass Retail,Completed,2021-12-16
CUST_02068,Akash Patel,1978-11-08,UVNFC8102C,akashpatel.2068@outlook.com,918881460328,"845, Lake View Road",Mass Retail,Completed,2025-08-21
CUST_02211,Rohan Gupta,1987-06-01,JGIUY1368R,rohangupta.2211@outlook.com,917718796075,"446, Lake View Road",Mass Retail,Completed,2021-09-23
CUST_02234,Aarav Choudhary,1979-04-09,RBRBC1485R,aaravchoudhary.2234@yahoo.com,919462343694,"633, Market Road",Mass Retail,Completed,2026-08-03
CUST_02242,Vikas Naidu,1948-11-09,XLEZN1342F,vikasnaidu.2242@apexbankmail.com,918365419712,"535, Lake View Road",Mass Retail,Completed,2026-01-13
CUST_02274,Pranav Bose,1971-12-05,DETVN4526J,pranavbose.2274@yahoo.com,919200804516,"928, Lake View Road",Mass Retail,Completed,2021-03-22
CUST_02337,Rakesh Mishra,1976-02-12,CKMBX7850S,rakeshmishra.2337@outlook.com,916793999127,"836, Park Street",Wealth,Completed,2025-11-18
CUST_02371,Arvind Nair,1954-10-22,LKCIF1791E,arvindnair.2371@outlook.com,917835454425,"832, MG Road",Privileged,Completed,2025-10-11
CUST_02377,Ananya Naidu,1964-11-06,ZTPBP7848Z,ananyanaidu.2377@gmail.com,918426666198,"706, MG Road",Privileged,Completed,2024-02-21
CUST_02411,Raj Nair,1973-04-13,PLNFP3322G,rajnair.2411@outlook.com,916248127245,"753, Park Street",Mass Retail,Completed,2023-10-09
CUST_02428,Srinivas Naidu,1951-02-07,ABCDE123,srinivasnaidu.2428@outlook.com,919708384621,"166, Station Road",Mass Retail,Completed,2023-04-02
CUST_02484,Pranav Menon,2002-05-09,PAN_ERROR,pranavmenon.2484@apexbankmail.com,918872547089,"330, Station Road",Privileged,Failed,2023-01-16
CUST_02503,Yash Singh,1952-08-13,IKORC8027D,yashsingh.2503@outlook.com,919400634686,"767, Station Road",Mass Retail,Completed,2023-08-12
CUST_02509,Divya Desai,1979-12-01,SQIQH1943U,divyadesai.2509@outlook.com,916827914802,"410, Lake View Road",Mass Retail,Completed,2025-10-02
CUST_02516,Charan Sharma,1950-08-15,ABCDE123,charansharma.2516@outlook.com,919704936216,"818, Lake View Road",Privileged,Completed,2022-07-05
CUST_02592,Neha Kulkarni,1964-03-26,AJWGS4024H,nehakulkarni.2592@yahoo.com,918286911593,"45, Market Road",Mass Retail,Completed,2024-06-22
CUST_02630,Vivek Menon,1998-05-09,VWPCC8370X,vivekmenon.2630@yahoo.com,918624912098,"335, MG Road",Privileged,Completed,2025-12-23
CUST_02640,Aditi Joshi,1965-02-12,12345ABCDE,aditijoshi.2640@yahoo.com,918685313613,"372, Lake View Road",Wealth,Completed,2024-02-23
CUST_02697,Vikas Choudhary,1960-12-14,12345ABCDE,vikaschoudhary.2697@apexbankmail.com,918044595761,"695, Lake View Road",Mass Retail,Completed,2023-03-01
CUST_02740,Riya Agarwal,1957-01-28,UWBGP7947P,riyaagarwal.2740@gmail.com,919759248190,"432, Park Street",Mass Retail,Completed,2025-01-21
CUST_02762,Arvind Menon,1996-07-21,INVALID_PAN,arvindmenon.2762@yahoo.com,918989074894,"110, Lake View Road",Mass Retail,Completed,2021-03-21
CUST_02788,Srinivas Rao,1953-02-23,ZUADA6538K,srinivasrao.2788@outlook.com,916508864979,"151, Lake View Road",Mass Retail,Completed,2025-12-04
CUST_02797,Pooja Rao,1964-02-20,WLWZH3229P,poojarao.2797@gmail.com,919077571671,"793, Station Road",Wealth,Completed,2024-11-18
CUST_02867,Harish Choudhary,1980-11-09,ABCDE123,harishchoudhary.2867@yahoo.com,916223006468,"740, Market Road",Mass Retail,Completed,2023-01-16
CUST_02975,Rohan Gupta,1982-05-08,LHVJA4847K,rohangupta.2975@gmail.com,916680901329,"813, Market Road",Mass Retail,Completed,2025-11-27
CUST_03042,Karan Singh,1948-03-03,NUKSK4378Y,karansingh.3042@yahoo.com,917803000548,"85, MG Road",Mass Retail,Completed,2026-07-31
CUST_03064,Nandini Menon,1990-07-01,PAN_ERROR,nandinimenon.3064@gmail.com,916014510469,"648, Market Road",Privileged,Completed,2023-06-04
CUST_03079,Bhavya Kulkarni,2001-10-07,YVYYQ2739H,bhavyakulkarni.3079@outlook.com,917955806949,"226, MG Road",Privileged,Completed,2024-10-31
CUST_03106,Ananya Iyer,1963-09-01,INVALID_PAN,ananyaiyer.3106@outlook.com,917079452276,"347, Park Street",Wealth,Completed,2023-08-29
CUST_03125,Riya Agarwal,1981-07-13,YIGON8278E,riyaagarwal.3125@yahoo.com,919975209762,"720, MG Road",Privileged,Pending,2026-05-08
CUST_03219,Nikhil Patel,1990-05-14,LHBOW6437W,nikhilpatel.3219@apexbankmail.com,917296493190,"138, Station Road",Mass Retail,,2023-06-17
CUST_03251,Aarav Desai,2002-08-17,KDMKV4511D,aaravdesai.3251@apexbankmail.com,917464575734,"884, Station Road",Mass Retail,Completed,2022-08-18
CUST_03263,Shreya Nair,1990-05-08,HFJTL3078B,shreyanair.3263@apexbankmail.com,916952022711,"980, Lake View Road",Mass Retail,Completed,2025-03-05
CUST_03296,Ravi Sharma,1982-01-04,12345ABCDE,ravisharma.3296@outlook.com,917019497535,"316, MG Road",Mass Retail,Failed,2026-06-16
CUST_03299,Pranav Verma,1986-12-13,DZYLU3184Z,pranavverma.3299@yahoo.com,917728509751,"589, MG Road",Privileged,Completed,2022-09-14
CUST_03330,Aarav Kumar,1950-03-05,VCDXQ6286B,aaravkumar.3330@yahoo.com,919602628746,"532, Park Street",Mass Retail,Completed,2024-10-29
CUST_03333,Neha Choudhary,1981-02-02,KREUG5708U,nehachoudhary.3333@apexbankmail.com,917737849994,"892, Lake View Road",Mass Retail,Completed,2023-03-29
CUST_03340,Rohan Reddy,1992-08-18,OFGMY8292P,rohanreddy.3340@apexbankmail.com,919492731543,"157, Park Street",Privileged,Completed,2023-01-21
CUST_03350,Deepa Rao,2002-11-18,12345ABCDE,deeparao.3350@yahoo.com,918213338856,"528, Station Road",Mass Retail,Completed,2021-10-29
CUST_03357,Riya Joshi,1998-04-04,KHCRA9656J,riyajoshi.3357@gmail.com,919843250363,"797, MG Road",Privileged,Failed,2025-07-24
CUST_03379,Ravi Desai,1972-02-19,VIIZK3181E,ravidesai.3379@outlook.com,916259616611,"946, MG Road",Privileged,Completed,2022-12-23
CUST_03419,Ananya Desai,1985-09-25,REEPE5388C,ananyadesai.3419@gmail.com,919395758821,"101, Station Road",Mass Retail,Completed,2025-11-03
CUST_03521,Meera Nair,1979-12-15,QWALU5271E,meeranair.3521@outlook.com,919035900099,"296, Park Street",Mass Retail,Pending,2025-07-18
CUST_03547,Priya Mehta,1961-02-24,RSVGF6361W,priyamehta.3547@gmail.com,917049231578,"840, Station Road",Mass Retail,Pending,2022-01-26
CUST_03584,Rahul Mehta,1964-02-24,12345ABCDE,rahulmehta.3584@yahoo.com,919910571968,"65, MG Road",Mass Retail,Completed,2026-06-27
CUST_03654,Raj Mishra,1980-06-20,LUFOV7307O,rajmishra.3654@outlook.com,919907911727,"10, Lake View Road",Mass Retail,Completed,2026-02-05
CUST_03656,Pranav Singh,1952-05-15,INVALID_PAN,pranavsingh.3656@outlook.com,919469963377,"636, MG Road",Mass Retail,Completed,2022-03-29
CUST_03657,Arjun Menon,1989-02-19,ABCDE123,arjunmenon.3657@gmail.com,918195960108,"468, Station Road",Mass Retail,Completed,2023-10-29
CUST_03662,Arvind Joshi,1994-05-08,DHATH7735O,arvindjoshi.3662@outlook.com,916809756626,"163, Station Road",Mass Retail,Completed,2025-05-26
CUST_03704,Gaurav Naidu,1998-09-01,PPDEK7503S,gauravnaidu.3704@yahoo.com,919582284994,"715, Lake View Road",Mass Retail,Completed,2024-11-29
CUST_03726,Meera Desai,1965-08-16,RPEBW2744H,meeradesai.3726@outlook.com,918605331958,"716, MG Road",Privileged,Completed,2026-06-11
CUST_03782,Shreya Kulkarni,1989-11-23,FSPRV4987I,shreyakulkarni.3782@outlook.com,918170866230,"81, MG Road",Mass Retail,Completed,2022-09-30
CUST_03831,Pooja Choudhary,1983-05-28,QJLGE5359F,poojachoudhary.3831@outlook.com,918275857983,"369, Park Street",Privileged,Completed,2024-09-21
CUST_03847,Lakshmi Reddy,1959-04-06,XMNIM8506U,lakshmireddy.3847@apexbankmail.com,919132063328,"376, Lake View Road",Mass Retail,Pending,2023-12-23
CUST_03869,Karan Kumar,1999-03-14,EIWBG5419U,karankumar.3869@gmail.com,917685378575,"135, Market Road",Privileged,Completed,2026-06-07
CUST_03958,Aditya Joshi,1976-05-08,INVALID_PAN,adityajoshi.3958@apexbankmail.com,918535435846,"901, MG Road",Mass Retail,Completed,2024-09-26
CUST_03972,Kavya Bose,2000-01-04,ABCDE123,kavyabose.3972@gmail.com,919357147492,"990, Lake View Road",Privileged,,2021-02-09
CUST_03982,Meera Patel,1974-03-06,CQFVE4805L,meerapatel.3982@gmail.com,917141541592,"190, Lake View Road",Mass Retail,Completed,2025-02-20
CUST_03993,Harish Rao,1994-03-25,PAN_ERROR,harishrao.3993@apexbankmail.com,916186487634,"146, Park Street",Mass Retail,Completed,2021-04-28
CUST_04049,Charan Bose,1965-07-15,CAGCD1175D,charanbose.4049@yahoo.com,918056954838,"158, MG Road",Privileged,Completed,2023-07-29
CUST_04056,Rohan Naidu,1986-01-05,LAWXX9403F,rohannaidu.4056@apexbankmail.com,919408475439,"82, Lake View Road",Mass Retail,Completed,2024-05-07
CUST_04059,Varun Rao,1979-09-09,ABCDE123,varunrao.4059@yahoo.com,916604679843,"382, Station Road",Privileged,Completed,2026-04-22
CUST_04110,Bhavya Patel,1951-12-18,VSKHD1819B,bhavyapatel.4110@gmail.com,919038757681,"29, Lake View Road",Mass Retail,Completed,2023-08-31
CUST_04118,Nikhil Kulkarni,2000-12-05,EKRVP6990U,nikhilkulkarni.4118@outlook.com,918417490277,"797, Station Road",Privileged,Pending,2026-03-06
CUST_04129,Dev Rao,1981-11-25,VBSHW3518W,devrao.4129@gmail.com,918413028819,"61, Market Road",Privileged,Completed,2024-09-16
CUST_04165,Nandini Patel,1959-01-21,12345ABCDE,nandinipatel.4165@yahoo.com,917551789490,"526, Lake View Road",Wealth,Completed,2024-02-29
CUST_04220,Aditi Naidu,1998-07-01,12345ABCDE,aditinaidu.4220@gmail.com,916262001188,"855, Lake View Road",Privileged,Completed,2026-02-07
CUST_04238,Varun Mehta,1985-05-14,CZAHI1542C,varunmehta.4238@gmail.com,916429474743,"862, MG Road",Mass Retail,Completed,2024-12-26
CUST_04255,Srinivas Agarwal,1995-08-02,LROPI8761S,srinivasagarwal.4255@outlook.com,919302503982,"683, Lake View Road",Mass Retail,Completed,2023-09-21
CUST_04274,Yash Menon,1995-10-19,TZIJX2940G,yashmenon.4274@gmail.com,917060092347,"3, Park Street",Mass Retail,Completed,2024-08-14
CUST_04292,Nandini Verma,1984-06-26,INVALID_PAN,nandiniverma.4292@gmail.com,918376806351,"402, Station Road",Wealth,Completed,2025-10-12
CUST_04321,Akash Bose,1958-05-07,PAN_ERROR,akashbose.4321@gmail.com,916721917067,"307, Park Street",Mass Retail,Completed,2026-02-10
CUST_04381,Rohan Joshi,1954-10-19,UUKLE9364E,rohanjoshi.4381@apexbankmail.com,918909346288,"507, Market Road",Mass Retail,Completed,2024-02-12
CUST_04406,Vikas Agarwal,1969-12-10,NBFGL6827G,vikasagarwal.4406@apexbankmail.com,919637595722,"743, Lake View Road",Privileged,Completed,2023-05-23
CUST_04487,Rahul Sharma,1994-01-16,VZNIW9181Y,rahulsharma.4487@gmail.com,917552620734,"87, MG Road",Mass Retail,Completed,2023-10-29
CUST_04587,Aditi Desai,1985-11-05,12345ABCDE,aditidesai.4587@yahoo.com,919314979145,"618, Park Street",Wealth,Completed,2025-03-18
CUST_04602,Akash Singh,1988-12-02,GNSYX5100L,akashsingh.4602@yahoo.com,918553440780,"762, Market Road",Mass Retail,Completed,2025-10-23
CUST_04608,Nikhil Joshi,1975-03-19,YCBTR6865L,nikhiljoshi.4608@gmail.com,919141657367,"422, MG Road",Mass Retail,Completed,2026-07-01
CUST_04627,Divya Bose,1954-06-12,KWPGS5921E,divyabose.4627@gmail.com,919258076977,"2, Lake View Road",Mass Retail,Completed,2021-07-22
CUST_04631,Vikas Agarwal,1969-05-24,HSRMY9946B,vikasagarwal.4631@outlook.com,917210270027,"825, Lake View Road",Mass Retail,Pending,2022-11-29
CUST_04805,Dev Gupta,2002-11-11,PAN_ERROR,devgupta.4805@outlook.com,916286265155,"319, MG Road",Privileged,Completed,2023-06-07
CUST_04812,Lakshmi Choudhary,1974-03-22,ABCDE123,lakshmichoudhary.4812@gmail.com,917373402196,"649, MG Road",Wealth,Completed,2026-06-14
CUST_04850,Mohan Agarwal,1957-12-16,ABCDE123,mohanagarwal.4850@gmail.com,916792615918,"88, Park Street",Privileged,Completed,2022-12-28
CUST_04882,Pranav Kumar,1998-07-07,OMZYR8281R,pranavkumar.4882@apexbankmail.com,919944195886,"7, Station Road",Mass Retail,Failed,2021-09-15
CUST_04892,Sahil Naidu,1955-11-02,YYYWI2270N,sahilnaidu.4892@gmail.com,918736643763,"77, MG Road",Wealth,Completed,2026-05-24
CUST_04904,Ravi Verma,1967-09-20,VHNDA8190B,raviverma.4904@outlook.com,918787527948,"753, MG Road",Mass Retail,Completed,2023-04-11
CUST_04940,Aditya Sharma,1958-10-14,12345ABCDE,adityasharma.4940@gmail.com,919592231672,"37, Market Road",Mass Retail,Completed,2026-06-09
CUST_05050,Rakesh Rao,1985-10-26,PAN_ERROR,rakeshrao.5050@gmail.com,919473280974,"323, Lake View Road",Mass Retail,Pending,2026-07-23
CUST_05065,Varun Sharma,1992-06-20,VTBDK9396R,varunsharma.5065@outlook.com,919804129185,"475, MG Road",Mass Retail,Completed,2022-03-10
CUST_05074,Dev Bose,1970-02-14,AIHUS6150X,devbose.5074@outlook.com,919228306175,"593, Market Road",Mass Retail,Completed,2021-11-19
CUST_05081,Yash Desai,1982-07-10,ABCDE123,yashdesai.5081@outlook.com,919204168008,"775, MG Road",Mass Retail,Completed,2024-05-11
