Customer_ID,Name,DOB,PAN,Email,Phone,Address,Segment,KYC_Status,Onboarding_Date
CUST_00094,Shreya Mehta,1973-11-25,YPBQU1554G,shreyamehta.94@yahoo.com,919418166211,"29, Station Road",Mass Retail,Completed,2027-05-06
CUST_00445,Aarav Agarwal,1960-11-03,LGFXN5843X,aaravagarwal.445@yahoo.com,917039436307,"813, Lake View Road",Mass Retail,Completed,2027-05-02
CUST_00824,Srinivas Naidu,1999-05-24,QJFQU4253Z,srinivasnaidu.824@apexbankmail.com,916071699434,"472, Park Street",Mass Retail,Completed,2027-06-29
CUST_00934,Sneha Choudhary,1954-06-10,LVKXO2590K,snehachoudhary.934@gmail.com,916922822064,"416, Lake View Road",Mass Retail,,2026-12-04
CUST_01180,Srinivas Kulkarni,1990-02-16,EOBIZ5990P,srinivaskulkarni.1180@yahoo.com,919491191167,"200, Park Street",Privileged,Completed,2026-09-19
CUST_01615,Charan Gupta,1966-09-21,YVBIY1099K,charangupta.1615@apexbankmail.com,919061043272,"317, MG Road",Mass Retail,Completed,2027-04-26
CUST_01655,Ishita Verma,1983-03-25,GLLQY3266J,ishitaverma.1655@gmail.com,917785765729,"669, Park Street",Mass Retail,Completed,2026-12-30
CUST_01826,Deepa Verma,1993-11-20,UXFCJ9184J,deepaverma.1826@gmail.com,918749046249,"496, MG Road",Mass Retail,Completed,2026-12-05
CUST_02067,Aditi Iyer,1970-07-25,OILZJ1293N,aditiiyer.2067@yahoo.com,919985511356,"614, Lake View Road",Mass Retail,Completed,2027-05-18
CUST_02480,Gaurav Patel,1974-01-02,LJAWP1575N,gauravpatel.2480@outlook.com,918175170962,"266, MG Road",Mass Retail,Completed,2026-12-06
CUST_02783,Nandini Choudhary,1971-12-19,QDEDP9063E,nandinichoudhary.2783@gmail.com,918987185059,"287, MG Road",Mass Retail,Completed,2026-10-28
CUST_02840,Varun Nair,1988-09-23,DLISX5152X,varunnair.2840@gmail.com,918023726998,"195, Market Road",Mass Retail,Completed,2027-08-01
CUST_03029,Mohan Mishra,1984-06-04,WUTUU3639M,mohanmishra.3029@outlook.com,918769117627,"401, MG Road",Mass Retail,Completed,2027-01-15
CUST_03298,Manish Iyer,2003-02-07,YROIH7644C,manishiyer.3298@apexbankmail.com,917150874281,"495, Park Street",Wealth,Completed,2027-05-25
CUST_03473,Vikas Agarwal,1961-10-28,MVXIY1540A,vikasagarwal.3473@gmail.com,917032211413,"129, Park Street",Mass Retail,Completed,2027-04-13
CUST_03951,Aarav Mehta,1989-03-25,RXNDM3784R,aaravmehta.3951@apexbankmail.com,919707864807,"173, Lake View Road",Privileged,Completed,2026-12-28
